"","_id","REPORT_YEAR","CATEGORY","SUBTYPE","ASSAULT_SUBTYPE","SEX","AGE_GROUP","AGE_COHORT","COUNT_"
"620",620,2016,"Crimes Against the Person","Robbery","N/A","F","Child","<12","6"
"621",621,2017,"Crimes Against the Person","Assault","Other","U","Adult","45 to 54","1"
"622",622,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","45 to 54","248"
"623",623,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45 to 54","14"
"624",624,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25 to 34","6"
"625",625,2021,"Crimes Against the Person","Assault","Other","F","Youth","12 to 17","388"
"626",626,2018,"Crimes Against the Person","Other","N/A","F","Adult","35 to 44","483"
"627",627,2022,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25 to 34","4"
"628",628,2020,"Crimes Against the Person","Assault","Other","F","Child","<12","204"
"629",629,2022,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","23"
"630",630,2017,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Unknown","Unknown","4"
"631",631,2022,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","15"
"632",632,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45 to 54","3"
"633",633,2020,"Crimes Against the Person","Assault","Other","F","Adult","45 to 54","962"
"634",634,2017,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","35 to 44","27"
"635",635,2023,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","71"
"636",636,2021,"Crimes Against the Person","Other","N/A","U","Youth","12 to 17","1"
"637",637,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Unknown","Unknown","10"
"638",638,2018,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","4"
"639",639,2018,"Crimes Against the Person","Assault","Other","F","Youth","12 to 17","532"
"640",640,2015,"Crimes Against the Person","Assault","Other","M","Adult","25 to 34","1696"
"641",641,2019,"Crimes Against the Person","Other","N/A","M","Youth","12 to 17","169"
"642",642,2016,"Crimes Against the Person","Assault","Other","F","Adult","18 to 24","1499"
"643",643,2022,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25 to 34","53"
"644",644,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18 to 24","473"
"645",645,2023,"Crimes Against the Person","Other","N/A","M","Adult","35 to 44","366"
"646",646,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","55 to 64","3"
"647",647,2021,"Crimes Against the Person","Assault","Other","F","Unknown","Unknown","76"
"648",648,2016,"Crimes Against the Person","Other","N/A","F","Adult","55 to 64","185"
"649",649,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","18 to 24","4"
"650",650,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35 to 44","20"
"651",651,2022,"Crimes Against the Person","Assault","Other","F","Adult","65+","456"
"652",652,2014,"Crimes Against the Person","Assault","Other","F","Adult","45 to 54","921"
"653",653,2021,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","243"
"654",654,2017,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","18 to 24","1"
"655",655,2017,"Crimes Against the Person","Other","N/A","F","Adult","35 to 44","493"
"656",656,2023,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","18 to 24","1"
"657",657,2022,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","U","Unknown","Unknown","2"
"658",658,2019,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","38"
"659",659,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","81"
"660",660,2022,"Crimes Against the Person","Sexual Violation","N/A","U","Youth","12 to 17","2"
"661",661,2023,"Crimes Against the Person","Other","N/A","M","Adult","25 to 34","422"
"662",662,2016,"Crimes Against the Person","Other","N/A","M","Adult","35 to 44","404"
"663",663,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55 to 64","6"
"664",664,2021,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35 to 44","235"
"665",665,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","35 to 44","108"
"666",666,2023,"Crimes Against the Person","Other","N/A","F","Adult","55 to 64","167"
"667",667,2021,"Crimes Against the Person","Robbery","N/A","M","Child","<12","12"
"668",668,2023,"Crimes Against the Person","Other","N/A","F","Adult","18 to 24","343"
"669",669,2023,"Crimes Against the Person","Assault","Other","M","Adult","18 to 24","1492"
"670",670,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45 to 54","7"
"671",671,2017,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","74"
"672",672,2021,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","18 to 24","1"
"673",673,2021,"Crimes Against the Person","Robbery","N/A","F","Adult","35 to 44","82"
"674",674,2015,"Crimes Against the Person","Assault","Other","U","Adult","45 to 54","1"
"675",675,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","65+","1"
"676",676,2018,"Crimes Against the Person","Assault","Other","M","Child","<12","446"
"677",677,2014,"Crimes Against the Person","Assault","Other","M","Adult","25 to 34","1667"
"678",678,2014,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55 to 64","5"
"679",679,2022,"Crimes Against the Person","Other","N/A","F","Adult","35 to 44","398"
"680",680,2014,"Crimes Against the Person","Assault","Other","F","Adult","18 to 24","1464"
"681",681,2022,"Crimes Against the Person","Robbery","N/A","F","Adult","35 to 44","100"
"682",682,2018,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25 to 34","16"
"683",683,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","55 to 64","158"
"684",684,2016,"Crimes Against the Person","Assault","Other","F","Adult","45 to 54","938"
"685",685,2022,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18 to 24","31"
"686",686,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","5"
"687",687,2022,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18 to 24","534"
"688",688,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25 to 34","15"
"689",689,2020,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55 to 64","7"
"690",690,2017,"Crimes Against the Person","Robbery","N/A","U","Youth","12 to 17","1"
"691",691,2023,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","219"
"692",692,2015,"Crimes Against the Person","Other","N/A","F","Adult","45 to 54","410"
"693",693,2014,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35 to 44","4"
"694",694,2016,"Crimes Against the Person","Other","N/A","M","Child","<12","74"
"695",695,2021,"Crimes Against the Person","Assault","Other","M","Adult","55 to 64","1100"
"696",696,2017,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55 to 64","55"
"697",697,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","35 to 44","2"
"698",698,2014,"Crimes Against the Person","Robbery","N/A","M","Youth","12 to 17","659"
"699",699,2014,"Crimes Against the Person","Assault","Other","F","Youth","12 to 17","525"
"700",700,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","18 to 24","18"
"701",701,2015,"Crimes Against the Person","Other","N/A","F","Adult","65+","124"
"702",702,2019,"Crimes Against the Person","Assault","Other","M","Adult","45 to 54","1325"
"703",703,2016,"Crimes Against the Person","Robbery","N/A","M","Adult","25 to 34","434"
"704",704,2015,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","2"
"705",705,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35 to 44","7"
"706",706,2022,"Crimes Against the Person","Assault","Other","U","Adult","55 to 64","2"
"707",707,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45 to 54","2"
"708",708,2014,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55 to 64","1"
"709",709,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","3"
"710",710,2022,"Crimes Against the Person","Other","N/A","M","Adult","35 to 44","307"
"711",711,2020,"Crimes Against the Person","Assault","Other","U","Adult","55 to 64","3"
"712",712,2018,"Crimes Against the Person","Assault","Other","F","Adult","45 to 54","1039"
"713",713,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","25 to 34","493"
"714",714,2023,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35 to 44","277"
"715",715,2020,"Crimes Against the Person","Other","N/A","M","Adult","55 to 64","176"
"716",716,2023,"Crimes Against the Person","Other","N/A","U","Adult","45 to 54","1"
"717",717,2023,"Crimes Against the Person","Other","N/A","F","Youth","12 to 17","237"
"718",718,2022,"Crimes Against the Person","Other","N/A","F","Youth","12 to 17","189"
"719",719,2018,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55 to 64","14"
"720",720,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45 to 54","37"
"721",721,2023,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55 to 64","59"
"722",722,2015,"Crimes Against the Person","Other","N/A","M","Adult","35 to 44","463"
"723",723,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","35 to 44","25"
"724",724,2017,"Crimes Against the Person","Assault","Other","F","Adult","55 to 64","489"
"725",725,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18 to 24","29"
"726",726,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Youth","12 to 17","538"
"727",727,2020,"Crimes Against the Person","Other","N/A","M","Adult","35 to 44","263"
"728",728,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","21"
"729",729,2022,"Crimes Against the Person","Other","N/A","F","Adult","25 to 34","522"
"730",730,2022,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35 to 44","21"
"731",731,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","34"
"732",732,2023,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Adult","45 to 54","1"
"733",733,2023,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","45 to 54","17"
"734",734,2018,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","25 to 34","1"
"735",735,2019,"Crimes Against the Person","Robbery","N/A","F","Child","<12","6"
"736",736,2019,"Crimes Against the Person","Assault","Other","F","Adult","18 to 24","1407"
"737",737,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","1"
"738",738,2017,"Crimes Against the Person","Other","N/A","M","Adult","25 to 34","484"
"739",739,2022,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","16"
"740",740,2018,"Crimes Against the Person","Other","N/A","U","Adult","45 to 54","1"
"741",741,2016,"Crimes Against the Person","Robbery","N/A","F","Adult","35 to 44","114"
"742",742,2019,"Crimes Against the Person","Assault","Other","F","Adult","35 to 44","1649"
"743",743,2014,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","3"
"744",744,2023,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35 to 44","7"
"745",745,2021,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45 to 54","124"
"746",746,2021,"Crimes Against the Person","Other","N/A","F","Adult","25 to 34","513"
"747",747,2014,"Crimes Against the Person","Robbery","N/A","F","Child","<12","6"
"748",748,2020,"Crimes Against the Person","Other","N/A","M","Child","<12","74"
"749",749,2023,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","7"
"750",750,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","75"
"751",751,2022,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","82"
"752",752,2023,"Crimes Against the Person","Other","N/A","F","Adult","65+","102"
"753",753,2023,"Crimes Against the Person","Assault","Other","U","Adult","55 to 64","1"
"754",754,2017,"Crimes Against the Person","Assault","Other","F","Child","<12","290"
"755",755,2016,"Crimes Against the Person","Robbery","N/A","M","Adult","45 to 54","258"
"756",756,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","25 to 34","195"
"757",757,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45 to 54","126"
"758",758,2014,"Crimes Against the Person","Other","N/A","F","Youth","12 to 17","215"
"759",759,2023,"Crimes Against the Person","Robbery","N/A","M","Adult","18 to 24","428"
"760",760,2017,"Crimes Against the Person","Assault","Other","M","Adult","25 to 34","1937"
"761",761,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45 to 54","5"
"762",762,2019,"Crimes Against the Person","Robbery","N/A","U","Adult","18 to 24","3"
"763",763,2020,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45 to 54","104"
"764",764,2014,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Adult","25 to 34","2"
"765",765,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25 to 34","79"
"766",766,2023,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35 to 44","2"
"767",767,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","35"
"768",768,2021,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","65+","7"
"769",769,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","22"
"770",770,2023,"Crimes Against the Person","Assault","Assault Peace Officer","F","Unknown","Unknown","53"
"771",771,2023,"Crimes Against the Person","Assault","Other","M","Youth","12 to 17","677"
"772",772,2017,"Crimes Against the Person","Other","N/A","F","Youth","12 to 17","230"
"773",773,2021,"Crimes Against the Person","Assault","Other","F","Adult","35 to 44","1581"
"774",774,2017,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","213"
"775",775,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18 to 24","4"
"776",776,2023,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","65+","4"
"777",777,2014,"Crimes Against the Person","Assault","Other","F","Adult","55 to 64","388"
"778",778,2014,"Crimes Against the Person","Assault","Other","M","Adult","18 to 24","1057"
"779",779,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","25 to 34","175"
"780",780,2021,"Crimes Against the Person","Assault","Other","F","Adult","25 to 34","2366"
"781",781,2014,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25 to 34","84"
"782",782,2017,"Crimes Against the Person","Other","N/A","U","Adult","25 to 34","1"
"783",783,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45 to 54","1"
"784",784,2014,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","86"
"785",785,2023,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","17"
"786",786,2015,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","6"
"787",787,2017,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","55 to 64","3"
"788",788,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35 to 44","30"
"789",789,2019,"Crimes Against the Person","Robbery","N/A","M","Youth","12 to 17","555"
"790",790,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","65+","1"
"791",791,2016,"Crimes Against the Person","Other","N/A","M","Adult","25 to 34","465"
"792",792,2023,"Crimes Against the Person","Assault","Other","M","Adult","65+","634"
"793",793,2014,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","117"
"794",794,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","18 to 24","183"
"795",795,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","5"
"796",796,2022,"Crimes Against the Person","Other","N/A","U","Adult","35 to 44","2"
"797",797,2016,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","113"
"798",798,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25 to 34","26"
"799",799,2022,"Crimes Against the Person","Other","N/A","M","Adult","45 to 54","248"
"800",800,2014,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25 to 34","5"
"801",801,2018,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","24"
"802",802,2019,"Crimes Against the Person","Other","N/A","M","Child","<12","64"
"803",803,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Unknown","Unknown","1"
"804",804,2023,"Crimes Against the Person","Sexual Violation","N/A","M","Youth","12 to 17","112"
"805",805,2022,"Crimes Against the Person","Assault","Other","U","Adult","45 to 54","7"
"806",806,2022,"Crimes Against the Person","Assault","Other","M","Adult","65+","595"
"807",807,2021,"Crimes Against the Person","Assault","Other","F","Adult","65+","435"
"808",808,2020,"Crimes Against the Person","Other","N/A","F","Adult","35 to 44","342"
"809",809,2021,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","19"
"810",810,2021,"Crimes Against the Person","Other","N/A","F","Adult","45 to 54","233"
"811",811,2016,"Crimes Against the Person","Other","N/A","M","Adult","18 to 24","278"
"812",812,2020,"Crimes Against the Person","Robbery","N/A","M","Adult","25 to 34","380"
"813",813,2023,"Crimes Against the Person","Robbery","N/A","U","Adult","35 to 44","1"
"814",814,2019,"Crimes Against the Person","Assault","Other","F","Adult","55 to 64","618"
"815",815,2018,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","18 to 24","1"
"816",816,2017,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25 to 34","416"
"817",817,2014,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","25 to 34","4"
"818",818,2017,"Crimes Against the Person","Sexual Violation","N/A","U","Unknown","Unknown","2"
"819",819,2021,"Crimes Against the Person","Robbery","N/A","U","Adult","18 to 24","2"
"820",820,2018,"Crimes Against the Person","Assault","Other","F","Adult","18 to 24","1481"
"821",821,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55 to 64","7"
"822",822,2023,"Crimes Against the Person","Other","N/A","U","Adult","18 to 24","3"
"823",823,2022,"Crimes Against the Person","Other","N/A","F","Adult","65+","77"
"824",824,2020,"Crimes Against the Person","Other","N/A","M","Adult","18 to 24","222"
"825",825,2020,"Crimes Against the Person","Assault","Other","F","Adult","35 to 44","1579"
"826",826,2023,"Crimes Against the Person","Assault","Other","F","Adult","45 to 54","1121"
"827",827,2022,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18 to 24","8"
"828",828,2019,"Crimes Against the Person","Robbery","N/A","U","Unknown","Unknown","1"
"829",829,2023,"Crimes Against the Person","Robbery","N/A","M","Adult","25 to 34","412"
"830",830,2014,"Crimes Against the Person","Robbery","N/A","U","Adult","55 to 64","1"
"831",831,2014,"Crimes Against the Person","Assault","Other","F","Child","<12","325"
"832",832,2022,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","248"
"833",833,2015,"Crimes Against the Person","Assault","Other","M","Adult","45 to 54","1301"
"834",834,2017,"Crimes Against the Person","Assault","Other","F","Adult","25 to 34","2063"
"835",835,2021,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","25 to 34","4"
"836",836,2023,"Crimes Against the Person","Assault","Other","U","Adult","18 to 24","4"
"837",837,2016,"Crimes Against the Person","Other","N/A","F","Adult","25 to 34","740"
"838",838,2020,"Crimes Against the Person","Assault","Other","U","Youth","12 to 17","1"
"839",839,2021,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","21"
"840",840,2016,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","35"
"841",841,2018,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","5"
"842",842,2023,"Crimes Against the Person","Other","N/A","M","Adult","45 to 54","293"
"843",843,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","18 to 24","1"
"844",844,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","65+","1"
"845",845,2022,"Crimes Against the Person","Assault","Other","M","Adult","45 to 54","1312"
"846",846,2022,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","18 to 24","1"
"847",847,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Youth","12 to 17","2"
"848",848,2022,"Crimes Against the Person","Robbery","N/A","M","Adult","18 to 24","348"
"849",849,2016,"Crimes Against the Person","Other","N/A","F","Child","<12","59"
"850",850,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","18 to 24","2"
"851",851,2014,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","3"
"852",852,2014,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25 to 34","21"
"853",853,2023,"Crimes Against the Person","Sexual Violation","N/A","F","Youth","12 to 17","551"
"854",854,2017,"Crimes Against the Person","Assault","Other","M","Youth","12 to 17","642"
"855",855,2016,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","18 to 24","3"
"856",856,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35 to 44","230"
"857",857,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","18 to 24","244"
"858",858,2015,"Crimes Against the Person","Assault","Other","F","Adult","35 to 44","1270"
"859",859,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","25 to 34","189"
"860",860,2022,"Crimes Against the Person","Other","N/A","F","Adult","45 to 54","246"
"861",861,2023,"Crimes Against the Person","Other","N/A","F","Adult","45 to 54","289"
"862",862,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","25 to 34","3"
"863",863,2019,"Crimes Against the Person","Assault","Other","U","Unknown","Unknown","45"
"864",864,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25 to 34","506"
"865",865,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","25 to 34","29"
"866",866,2023,"Crimes Against the Person","Assault","Assault Peace Officer","F","Child","<12","1"
"867",867,2019,"Crimes Against the Person","Robbery","N/A","U","Youth","12 to 17","1"
"868",868,2021,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","8"
"869",869,2022,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","25 to 34","2"
"870",870,2023,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","81"
"871",871,2021,"Crimes Against the Person","Assault","Other","M","Adult","25 to 34","2086"
"872",872,2015,"Crimes Against the Person","Other","N/A","M","Youth","12 to 17","172"
"873",873,2018,"Crimes Against the Person","Other","N/A","M","Youth","12 to 17","166"
"874",874,2019,"Crimes Against the Person","Robbery","N/A","U","Adult","45 to 54","1"
"875",875,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","18 to 24","675"
"876",876,2014,"Crimes Against the Person","Other","N/A","M","Adult","55 to 64","198"
"877",877,2018,"Crimes Against the Person","Assault","Assault Peace Officer","F","Unknown","Unknown","74"
"878",878,2016,"Crimes Against the Person","Assault","Other","U","Adult","35 to 44","1"
"879",879,2014,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","13"
"880",880,2018,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","247"
"881",881,2022,"Crimes Against the Person","Assault","Other","F","Adult","18 to 24","1401"
"882",882,2021,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35 to 44","12"
"883",883,2015,"Crimes Against the Person","Other","N/A","F","Adult","35 to 44","575"
"884",884,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18 to 24","562"
"885",885,2016,"Crimes Against the Person","Assault","Other","U","Unknown","Unknown","4"
"886",886,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25 to 34","13"
"887",887,2016,"Crimes Against the Person","Other","N/A","F","Youth","12 to 17","235"
"888",888,2017,"Crimes Against the Person","Other","N/A","M","Adult","18 to 24","292"
"889",889,2021,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55 to 64","9"
"890",890,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55 to 64","75"
"891",891,2022,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","8"
"892",892,2015,"Crimes Against the Person","Other","N/A","F","Youth","12 to 17","260"
"893",893,2021,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55 to 64","59"
"894",894,2023,"Crimes Against the Person","Assault","Other","U","Adult","45 to 54","1"
"895",895,2022,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","22"
"896",896,2022,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Unknown","Unknown","3"
"897",897,2021,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55 to 64","16"
"898",898,2022,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55 to 64","10"
"899",899,2015,"Crimes Against the Person","Other","N/A","M","Adult","55 to 64","259"
"900",900,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","18 to 24","197"
"901",901,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","61"
"902",902,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","35 to 44","1"
"903",903,2020,"Crimes Against the Person","Other","N/A","M","Adult","25 to 34","383"
"904",904,2019,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","123"
"905",905,2021,"Crimes Against the Person","Other","N/A","M","Adult","45 to 54","277"
"906",906,2023,"Crimes Against the Person","Robbery","N/A","F","Child","<12","2"
"907",907,2022,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","179"
"908",908,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45 to 54","3"
"909",909,2020,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25 to 34","450"
"910",910,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55 to 64","11"
"911",911,2019,"Crimes Against the Person","Assault","Other","F","Adult","45 to 54","1068"
"912",912,2023,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","3"
"913",913,2021,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","31"
"914",914,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","4"
"915",915,2018,"Crimes Against the Person","Other","N/A","F","Adult","18 to 24","417"
"916",916,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45 to 54","3"
"917",917,2023,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","310"
"918",918,2014,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","29"
"919",919,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25 to 34","76"
"920",920,2022,"Crimes Against the Person","Assault","Other","F","Adult","25 to 34","2531"
"921",921,2023,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","11"
"922",922,2019,"Crimes Against the Person","Sexual Violation","N/A","U","Unknown","Unknown","3"
"923",923,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18 to 24","3"
"924",924,2016,"Crimes Against the Person","Assault","Other","M","Adult","65+","354"
"925",925,2023,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18 to 24","53"
"926",926,2016,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18 to 24","43"
"927",927,2020,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","25 to 34","42"
"928",928,2017,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","10"
"929",929,2018,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45 to 54","7"
"930",930,2015,"Crimes Against the Person","Other","N/A","M","Adult","25 to 34","485"
